"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels","Data comment",Date,Reach,"3-second video views","1-minute video views","Seconds viewed","Average Seconds viewed","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Reactions, Comments and Shares",Reactions,Comments,Shares,"Seconds viewed from Shares","Seconds viewed from Followers","Seconds viewed from Recommendations","Average Seconds viewed from Recommendations","Average Seconds viewed from Shares","Average Seconds viewed from Followers","Average Seconds viewed from Boosted posts","Estimated earnings (USD)"
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/19/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/24/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/29/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/30/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,01/31/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/14/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/16/2026,279,134,0,1617.966,5.657,133,0,0,134,0,0,0,0,,120.228,1497.738,5.3490642857143,0,20.038,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/17/2026,360,216,0,2145.333,6.077,216,0,0,216,0,0,0,0,,2.816,2142.517,6.0866960227273,0,2.816,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/18/2026,14,2,0,20.198,2.019,2,0,0,2,0,0,0,0,,3.327,16.871,1.8745555555556,0,3.327,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/19/2026,3,1,0,6.247,3.123,1,0,0,1,0,0,0,0,,,6.247,3.1235,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/20/2026,0,1,0,5.252,5.252,1,0,0,1,0,0,0,0,,,5.252,5.252,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/21/2026,3,2,0,12.393,4.131,2,0,0,2,0,0,0,0,,8.505,3.888,3.888,0,4.2525,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/22/2026,0,0,0,1.181,1.181,0,0,0,0,0,0,0,0,,,1.181,1.181,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/24/2026,0,0,0,0.922,0.461,0,0,0,0,0,0,0,0,,,0.922,0.461,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,02/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/04/2026,0,1,0,5.268,5.268,1,0,0,1,0,0,0,0,,,5.268,5.268,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/14/2026,0,0,0,2.095,2.095,0,0,0,0,0,0,0,0,,,2.095,2.095,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/19/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/24/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/29/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/30/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,03/31/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/06/2026,1,1,0,5.498,5.498,1,0,0,1,0,0,0,0,,,5.498,5.498,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/14/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/19/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/22/2026,0,0,0,0.027,0.027,0,0,0,0,0,0,0,0,,,0.027,0.027,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/24/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/29/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,04/30/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/01/2026,1,1,0,3.475,3.475,1,0,0,1,0,0,0,0,,,3.475,3.475,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/03/2026,1,1,0,40.976,40.976,1,0,0,1,0,0,0,0,,24.793,16.183,16.183,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/12/2026,1,0,0,2.398,2.398,0,0,0,0,0,0,0,0,,,2.398,2.398,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
2671820886544706,,103593397706151,"OFKA Zeytin Ve Zeytinyağı",,17,"02/16/2026 09:04",,,05/14/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0
